MAE,RMSE,MSE,R2,MAPE,SMAPE,MASE,RMSPE,MASE_Rolling,Sharpe_True,Sharpe_Pred,Sharpe_Diff,MaxDD_True,MaxDD_Pred,MaxDD_Diff,Volatility_True,Volatility_Pred,Volatility_Diff,Directional_Accuracy,Direction_Precision,Direction_Recall,Direction_F1,Pearson_Correlation,Pearson_P_Value,Spearman_Correlation,Spearman_P_Value,Returns_Pearson,Returns_Spearman,Custom_Loss,Mean_Relative_Error,Median_Relative_Error,Std_Relative_Error,Q25_Relative_Error,Q75_Relative_Error,IQR_Relative_Error,Outlier_Rate
384.9269078033385,593.91558657019,352735.7239710129,0.815820322489775,0.36442091740263144,0.36487947568245227,1.590571227662891,0.56516672290417,1.089413795408298,-0.08085884421396969,-0.09573938097157574,0.014880536757606047,-0.05364343328988683,-0.07133292637621236,0.01768949308632553,0.052896083443879596,0.052673178993645244,0.00022290445023435274,0.5636363636363636,0.5901639344262295,0.6101694915254238,0.6000000000000001,0.9430350258212735,6.457172677769433e-54,0.9217444717444717,1.1882606829716873e-46,0.018182124182532802,0.15004846380993173,388.28330681150516,0.0036442091740263144,0.002353617561228402,0.00431984744681642,0.0011769818173755664,0.00422333497326381,0.003046353155888244,0.07207207207207207
