date,price
2025-05-21 14:03:25.757,107167.01155046471
2025-05-21 15:02:35.411,108191.04574576017
2025-05-21 16:00:57.775,108946.19945911734
2025-05-21 17:03:19.169,109467.65393142396
2025-05-21 18:03:27.194,106858.56946008814
2025-05-21 19:03:34.288,107063.63745109698
2025-05-21 20:01:04.093,108154.12382431893
2025-05-21 21:03:20.403,108159.48051791964
2025-05-21 22:02:42.136,108373.7653509943
2025-05-21 23:03:40.849,108802.10768508335
2025-05-22 00:03:24.921,109665.86371625263
2025-05-22 01:03:36.745,109767.4267734194
2025-05-22 02:03:36.046,109884.97769208835
2025-05-22 03:03:59.557,110548.6458188241
2025-05-22 04:03:28.974,111456.20060662669
2025-05-22 05:03:17.902,111511.6774557056
2025-05-22 06:00:02.694,111390.47024942681
2025-05-22 07:03:23.413,110735.19870670425
2025-05-22 08:03:11.472,110993.06231250282
2025-05-22 09:01:26.971,110636.79648257865
2025-05-22 10:03:48.188,110686.81739374637
2025-05-22 11:08:10.974,110803.11411171874
2025-05-22 12:03:38.342,110896.84501716551
2025-05-22 13:03:43.294,111451.2862183869
2025-05-22 14:03:52.701,111191.4487025737
2025-05-22 15:03:35.687,110835.12962917982
2025-05-22 16:03:46.380,111309.92910328938
2025-05-22 17:03:26.067,111286.84890475648
2025-05-22 18:03:13.270,111611.56343829512
2025-05-22 19:03:20.509,111806.59824511288
2025-05-22 20:03:42.969,111245.07284170916
2025-05-22 21:03:42.664,111076.51799294353
2025-05-22 22:03:50.823,110917.06299917561
2025-05-22 23:01:26.957,111096.21954213973
2025-05-23 00:03:15.870,111579.18064152761
2025-05-23 01:04:19.212,111604.40010039737
2025-05-23 02:03:55.938,111345.65909033423
2025-05-23 03:03:30.261,111301.85532708239
2025-05-23 04:03:27.917,111146.66977450451
2025-05-23 05:03:17.820,110757.91950414388
2025-05-23 06:03:32.400,110797.56436221828
2025-05-23 07:03:24.603,110503.55628472357
2025-05-23 08:03:30.329,110707.81903717006
2025-05-23 09:03:21.648,110917.13857294313
2025-05-23 10:03:35.943,111253.45522870688
2025-05-23 11:03:31.797,111046.57686168964
2025-05-23 12:03:25.477,109897.47827053633
2025-05-23 13:03:32.146,108482.10601164782
2025-05-23 14:03:39.122,109275.65044825088
2025-05-23 15:00:01.242,109839.6038386153
2025-05-23 16:04:01.380,109423.79552995846
2025-05-23 17:08:09.843,109031.57767812967
2025-05-23 18:04:01.327,109512.70343609044
2025-05-23 19:03:54.077,108897.93222484985
2025-05-23 20:03:32.374,108849.99937697839
2025-05-23 21:03:20.956,108378.61029552908
2025-05-23 22:03:21.800,108370.71855030885
2025-05-23 23:03:41.346,107925.98663757442
2025-05-24 00:02:38.255,107216.66856870624
2025-05-24 01:03:49.220,107448.81236982298
2025-05-24 02:03:35.796,107560.90623540942
2025-05-24 03:03:34.630,107785.85862363827
2025-05-24 04:08:36.716,108313.99818936095
2025-05-24 05:04:07.203,108519.64419891509
2025-05-24 06:04:13.680,108220.18125322252
2025-05-24 07:03:45.140,107933.6541256463
2025-05-24 08:03:47.004,107863.55438184297
2025-05-24 09:03:16.498,108129.30186241341
2025-05-24 10:03:52.753,108246.10379946267
2025-05-24 11:08:31.591,109064.49875511439
2025-05-24 12:03:32.933,109293.09324020769
2025-05-24 13:03:50.204,108864.12667482972
2025-05-24 14:03:44.307,108706.06301655057
2025-05-24 15:03:43.344,108925.84641221556
2025-05-24 16:02:39.661,108927.98929382108
2025-05-24 17:03:43.052,108958.7961120567
2025-05-24 18:01:37.512,109004.6382762397
2025-05-24 19:03:34.274,108891.00849725526
2025-05-24 20:08:14.101,108931.99882488411
2025-05-24 21:03:51.494,108997.68134477749
2025-05-24 22:04:03.918,108794.66338557926
2025-05-24 23:03:28.614,108324.50385270145
2025-05-25 00:04:06.192,107819.03500967441
2025-05-25 01:03:39.263,107560.35547040866
2025-05-25 02:03:52.676,107805.05054769137
2025-05-25 03:03:30.037,107891.31778165785
2025-05-25 04:03:47.956,108184.7574415441
2025-05-25 05:03:52.943,108231.15647527888
2025-05-25 06:03:38.005,108102.18328418584
2025-05-25 07:00:41.085,107951.01042113107
2025-05-25 08:03:58.315,107663.82255307953
2025-05-25 09:03:50.649,107202.86952067465
2025-05-25 10:03:37.774,107008.50025844328
2025-05-25 11:04:06.224,107111.61532216199
2025-05-25 12:03:37.710,107229.97600422137
2025-05-25 13:03:34.446,107508.5781464207
2025-05-25 14:08:16.317,107595.44832870299
2025-05-25 15:04:06.274,107399.45153782984
2025-05-25 16:06:47.476,107026.63689919372
2025-05-25 17:03:38.485,107194.49682019958
2025-05-25 18:03:58.059,107361.52607040221
2025-05-25 19:03:55.898,107471.24209039177
2025-05-25 20:08:26.003,107709.73380969735
2025-05-25 21:04:10.925,107678.78258621048
2025-05-25 22:08:16.025,107551.76007320086
2025-05-25 23:03:47.233,108943.10357431156
2025-05-26 00:04:06.694,108900.60971032295
2025-05-26 01:03:32.383,109332.30422322398
2025-05-26 02:01:47.657,109644.0944843374
2025-05-26 03:03:14.420,109381.21101171852
2025-05-26 04:03:38.116,109640.14949568055
2025-05-26 05:03:44.286,109640.30065478676
2025-05-26 06:06:33.043,109693.05457264249
2025-05-26 07:03:40.522,109763.75542821016
2025-05-26 08:04:17.742,110069.996555907
2025-05-26 09:03:35.678,109764.40402717775
2025-05-26 10:03:45.795,109800.80370209024
2025-05-26 11:03:51.530,109783.71368255347
2025-05-26 12:03:37.003,109774.30144629999
2025-05-26 13:03:36.647,109869.6891355584
2025-05-26 14:04:11.243,109689.0102145158
2025-05-26 15:01:59.789,109655.67460232694
2025-05-26 16:03:48.086,110094.41474441695
2025-05-26 17:03:39.775,109470.221517873
2025-05-26 18:03:49.693,109188.5957649634
2025-05-26 19:02:38.736,109254.39362970593
2025-05-26 20:07:14.702,109047.57999108941
2025-05-26 21:03:53.839,109519.24046634995
2025-05-26 22:03:39.726,109310.25554235582
2025-05-26 23:03:53.724,109324.18231895837
2025-05-27 00:02:20.891,109393.7426319189
2025-05-27 01:04:13.794,109244.47199363296
2025-05-27 02:01:30.695,108404.65342061548
2025-05-27 03:08:28.889,108291.51316543337
2025-05-27 04:03:37.471,108942.88237705643
2025-05-27 05:03:26.065,109098.68870043928
2025-05-27 06:03:22.593,108882.08477088844
2025-05-27 07:02:05.013,109070.30749202636
2025-05-27 08:03:27.808,109494.22607246385
2025-05-27 09:03:53.283,109657.20614424704
2025-05-27 10:09:53.518,109779.06864983166
2025-05-27 11:03:50.253,109723.76011973014
2025-05-27 12:02:50.216,109553.04118184176
2025-05-27 13:05:49.034,109610.43332368211
2025-05-27 14:03:50.506,110129.16760407812
2025-05-27 15:01:51.799,109507.13569401362
2025-05-27 16:04:05.218,110099.57660811061
2025-05-27 17:03:29.935,110370.16947230526
2025-05-27 18:08:04.268,110318.49048090649
2025-05-27 19:03:46.422,109960.78522608873
2025-05-27 20:03:46.234,109888.52719903603
2025-05-27 21:03:43.413,109727.0086155748
2025-05-27 22:03:33.736,109037.67578729725
2025-05-27 23:03:52.000,109024.62093375555
2025-05-28 00:03:41.087,109068.45694901445
2025-05-28 01:03:58.790,109079.40649336847
2025-05-28 02:03:36.433,108886.3845735417
2025-05-28 03:01:28.058,108768.19988265696
2025-05-28 04:03:42.405,108884.0259038373
2025-05-28 05:19:15.582,108940.1773451005
2025-05-28 07:12:46.361,108862.36961142333
2025-05-28 07:17:05.091,108889.6119472418
2025-05-28 08:26:19.714,108882.04806565147
2025-05-28 10:46:15.101,108709.61989815888
2025-05-28 11:25:43.765,108863.60728588802
2025-05-28 11:49:21.181,108818.14547964901
2025-05-28 12:03:14.682,108890.91440583029
2025-05-28 13:03:24.835,108944.85567190323
2025-05-28 14:11:28.776,108356.0781198605
2025-05-28 15:03:14.505,107787.16425066987
2025-05-28 16:03:42.908,107269.42741890978
2025-05-28 17:03:25.866,107339.2017546359
2025-05-28 18:03:51.275,107616.72362853687
2025-05-28 19:03:50.802,107578.37480926694
2025-05-28 20:02:12.162,107224.6662536516
2025-05-28 21:03:28.177,107340.43334503609
2025-05-28 22:03:44.412,107515.8446882785
2025-05-28 23:03:20.192,107434.48106938627
2025-05-29 00:03:45.349,107830.09824019176
2025-05-29 01:03:12.883,108002.59474462224
2025-05-29 02:04:02.802,108122.51204066363
2025-05-29 03:03:02.729,108327.44866251863
2025-05-29 04:03:28.273,108079.34239243121
2025-05-29 05:03:48.956,107626.97085100684
2025-05-29 06:02:46.218,107725.52095743766
2025-05-29 07:03:26.701,107920.1974740728
2025-05-29 08:08:13.183,107896.13790220738
2025-05-29 09:03:26.094,108371.81760058597
2025-05-29 10:03:33.344,108510.60196271908
2025-05-29 11:03:42.389,108683.27384976887
2025-05-29 12:01:39.999,108776.46456114404
2025-05-29 13:03:34.917,108525.58073461946
2025-05-29 14:03:22.504,107752.8881593513
2025-05-29 15:02:40.585,107373.77974694304
2025-05-29 16:03:34.874,107225.26920407623
2025-05-29 17:02:01.600,106855.76343413476
2025-05-29 18:03:28.868,106555.77248878802
2025-05-29 19:03:44.594,106275.12368653456
2025-05-29 20:03:25.043,105795.87862075334
2025-05-29 21:03:57.695,106186.30867560254
2025-05-29 22:03:44.828,106360.94384324948
2025-05-29 23:03:41.295,106079.31761099242
2025-05-30 00:03:48.581,105719.8746352865
2025-05-30 01:03:32.218,105639.53319721273
2025-05-30 02:03:38.088,105750.14624215776
2025-05-30 03:03:33.739,106040.60973211058
2025-05-30 04:00:48.499,106101.69115213107
2025-05-30 05:03:30.717,106026.60438054912
2025-05-30 06:03:40.689,106137.02262895752
2025-05-30 07:03:21.808,105808.8672719583
2025-05-30 08:03:25.213,105110.09822982202
2025-05-30 09:03:42.557,105286.37696877142
2025-05-30 10:03:36.874,105381.73087042263
2025-05-30 11:03:44.486,105823.20136516768
2025-05-30 12:03:53.844,105906.52544514877
2025-05-30 13:03:37.873,105817.08267405754
2025-05-30 14:03:39.409,105663.6792038163
2025-05-30 15:03:33.227,105421.38337129625
2025-05-30 16:02:48.905,105688.71449582417
2025-05-30 17:03:38.600,104264.90326276203
2025-05-30 18:08:19.324,104172.41321473155
2025-05-30 19:03:36.278,104813.10767981928
2025-05-30 20:03:39.708,104664.98202081486
2025-05-30 21:03:28.880,104616.44049942096
2025-05-30 22:03:17.771,104655.20740068801
2025-05-30 23:04:18.875,104205.17451736565
2025-05-31 00:03:28.419,104020.87024454171
2025-05-31 01:03:42.208,104076.72784381875
2025-05-31 02:03:13.459,103696.1247977576
2025-05-31 03:03:27.596,103435.294490232
2025-05-31 04:03:58.097,103601.87178195361
2025-05-31 05:03:48.793,103824.11612464479
2025-05-31 06:03:39.523,103686.32701325708
2025-05-31 07:04:05.802,103877.79052631023
2025-05-31 08:03:33.004,103762.66178833206
2025-05-31 09:01:52.380,103704.96118351052
2025-05-31 10:03:54.178,103554.46847047377
2025-05-31 11:08:19.505,103414.43956180367
2025-05-31 12:04:08.742,103509.41396345252
2025-05-31 13:04:00.047,103973.84689507472
2025-05-31 14:05:51.916,104146.3760946421
2025-05-31 15:08:29.117,104539.6023594963
2025-05-31 16:01:36.805,104631.79600657774
2025-05-31 17:04:00.319,104560.9169117684
2025-05-31 18:03:43.023,104447.71755306104
2025-05-31 19:03:54.614,104542.70204106421
2025-05-31 20:00:31.345,104760.87665349877
2025-05-31 21:03:44.330,104787.19762084991
2025-05-31 22:03:05.339,104889.22082341903
2025-05-31 23:03:50.704,104724.25519371904
2025-06-01 00:04:03.305,104686.33390404454
2025-06-01 01:03:30.316,104490.76299797236
2025-06-01 02:04:02.433,104220.12549209832
2025-06-01 03:01:14.287,104282.76293803848
2025-06-01 04:03:47.693,104415.09173339471
2025-06-01 05:06:00.746,104700.70796776762
2025-06-01 06:03:35.961,104579.14940421331
2025-06-01 07:03:30.830,104335.4232755588
2025-06-01 08:03:01.840,104314.47422045031
2025-06-01 09:02:21.829,104372.08139539413
2025-06-01 10:03:45.532,103960.8398216753
2025-06-01 11:03:40.017,103943.43968854116
2025-06-01 12:02:25.329,104134.12287748596
2025-06-01 13:02:19.164,103985.4740970415
2025-06-01 14:08:24.153,104350.8244167612
2025-06-01 15:00:39.169,104658.63597588184
2025-06-01 16:03:51.655,104757.12343155454
2025-06-01 17:03:22.234,105188.2851855408
2025-06-01 18:03:40.936,105130.28871559852
2025-06-01 19:03:57.650,104762.23687711962
2025-06-01 20:03:51.980,105138.649468891
2025-06-01 21:03:38.666,105101.21815001429
2025-06-01 22:03:30.550,105465.56162730166
2025-06-01 23:03:57.952,105570.88548761408
2025-06-02 00:03:45.279,105698.43787667034
2025-06-02 01:03:45.938,105520.60325417768
2025-06-02 02:03:50.612,105434.07450372176
2025-06-02 03:03:31.728,105180.30754748466
2025-06-02 04:03:53.873,104916.29443954947
2025-06-02 05:02:27.281,104872.8251572928
2025-06-02 06:01:27.122,104801.07942870536
2025-06-02 07:03:37.285,105204.44610105276
2025-06-02 08:03:34.402,105368.68890560322
2025-06-02 09:03:38.670,105435.16251218649
2025-06-02 10:03:45.008,104625.38503451426
2025-06-02 11:03:56.075,104408.43975478904
2025-06-02 12:03:41.533,104111.85699254976
2025-06-02 13:03:49.451,104186.08725372954
2025-06-02 14:02:50.279,103984.23164102003
2025-06-02 15:04:12.191,104177.95389892647
2025-06-02 16:03:35.117,104451.97934951428
2025-06-02 17:03:44.754,104217.13591362599
2025-06-02 18:03:46.230,104365.45418296989
2025-06-02 19:03:28.188,104423.20005405525
2025-06-02 20:04:08.577,104387.15494992636
2025-06-02 21:00:59.354,104831.51922590255
2025-06-02 22:02:45.990,104813.5722536531
2025-06-02 23:03:58.177,105689.76014869151
2025-06-03 00:03:46.184,105883.83175718882
2025-06-03 01:03:23.717,106303.2642325292
2025-06-03 02:03:10.802,106415.39805223339
2025-06-03 03:02:40.816,105912.22235567383
2025-06-03 04:03:28.458,105559.5709498075
2025-06-03 05:03:32.485,105281.7096124612
2025-06-03 06:03:23.646,105408.1550399723
2025-06-03 07:04:01.278,105376.81746448038
2025-06-03 08:02:24.553,105235.80522810307
2025-06-03 09:03:22.356,105056.7992005663
2025-06-03 10:03:22.504,105264.2351143675
2025-06-03 11:00:45.320,105320.2424303424
2025-06-03 12:03:52.618,105311.32831121249
2025-06-03 13:03:24.006,105355.58820250632
2025-06-03 14:03:32.297,105535.61997192288
2025-06-03 15:03:56.782,106136.14262079
2025-06-03 16:03:49.723,106723.28639087187
2025-06-03 17:04:48.414,106181.7181167179
2025-06-03 18:03:33.083,105959.60861064511
2025-06-03 19:08:25.921,106061.04647803256
2025-06-03 20:03:30.957,106277.44088744238
2025-06-03 21:04:00.180,105835.64102101928
2025-06-03 22:03:53.659,105547.55081894307
2025-06-03 23:01:43.583,105861.43112119468
2025-06-04 00:04:10.820,105430.86066799659
2025-06-04 01:03:40.843,105410.06700957082
2025-06-04 02:01:08.535,105613.321033883
2025-06-04 03:04:21.251,105577.08330468582
2025-06-04 04:02:49.956,105640.83579860737
2025-06-04 05:03:23.940,105481.7041495444
2025-06-04 06:03:26.314,105447.5957079321
2025-06-04 07:03:48.003,105392.25055909126
2025-06-04 08:01:33.799,105407.10634156673
2025-06-04 09:03:49.310,105513.53836423514
2025-06-04 10:03:13.851,105760.43175456114
2025-06-04 11:03:22.376,105743.91929315783
2025-06-04 12:03:23.673,105281.38636030082
2025-06-04 13:03:38.185,105024.79619693328
2025-06-04 14:03:45.148,104956.67962695676
2025-06-04 15:03:34.033,104892.18949513155
2025-06-04 16:04:05.398,105446.22839142571
2025-06-04 17:03:44.745,105465.20103829549
2025-06-04 18:01:03.580,105130.27736663017
2025-06-04 19:03:44.837,105081.49665184232
2025-06-04 20:03:22.803,105046.66272948279
2025-06-04 21:03:50.437,104713.93690550917
2025-06-04 22:01:22.828,104988.53940657886
2025-06-04 23:03:28.975,104893.31963210164
2025-06-05 00:04:06.101,104803.00653561577
2025-06-05 01:03:54.713,104969.96988276378
2025-06-05 02:03:50.076,104845.46369945056
2025-06-05 03:03:51.552,105155.14023932912
2025-06-05 04:14:28.998,105041.31459778977
2025-06-05 05:03:08.494,105205.79476428934
2025-06-05 06:03:36.090,104712.53512436998
2025-06-05 07:03:59.675,104523.62839526946
2025-06-05 08:02:21.449,104539.26508580917
2025-06-05 09:03:56.489,104655.89818941445
2025-06-05 10:03:25.215,104891.01615811103
2025-06-05 11:01:41.727,104674.14217198468
2025-06-05 12:03:38.788,104850.2493595431
2025-06-05 13:00:24.081,105677.91848447545
2025-06-05 14:03:46.702,104889.52753735597
2025-06-05 15:03:48.201,104536.3237933925
2025-06-05 16:03:50.401,104683.41826234531
2025-06-05 17:03:33.764,103670.3463119395
2025-06-05 18:03:54.048,103369.38946279231
2025-06-05 19:03:40.726,103019.09520471051
2025-06-05 20:03:55.014,102237.4351484742
2025-06-05 21:03:44.592,100983.60135527559
2025-06-05 22:03:38.457,101404.92497261042
2025-06-05 23:03:53.869,101578.2036315807
2025-06-06 00:03:37.010,101597.8403831928
2025-06-06 01:03:25.340,101803.78708476748
2025-06-06 02:03:34.848,101888.07537069664
2025-06-06 03:03:28.607,101939.83225404494
2025-06-06 04:03:51.751,102506.29434569468
2025-06-06 05:03:25.457,102768.22736413717
2025-06-06 06:03:39.480,102910.60619731266
2025-06-06 07:03:36.032,103190.05782068217
2025-06-06 08:03:31.306,103193.03599234115
2025-06-06 09:03:38.226,103565.41714829578
2025-06-06 10:03:22.422,103676.230888142
2025-06-06 11:03:44.571,103695.69127704465
2025-06-06 12:03:48.450,104004.36320058013
2025-06-06 13:03:48.094,103912.68290846425
2025-06-06 14:03:45.780,104271.9983989326
2025-06-06 15:03:44.749,104761.48797964276
2025-06-06 16:04:03.296,105066.03741127625
2025-06-06 17:04:04.108,104983.6936615671
2025-06-06 18:03:47.740,104796.37355480397
2025-06-06 19:03:45.234,104600.5831454065
2025-06-06 20:03:44.887,104262.10724250386
2025-06-06 21:03:39.095,104540.18371612598
2025-06-06 22:03:49.155,104468.274174957
2025-06-06 23:03:43.320,104461.5344281458
2025-06-07 00:03:41.869,104409.74967959142
2025-06-07 01:03:46.886,104454.20877186986
2025-06-07 02:03:36.195,104516.94514771094
2025-06-07 03:03:42.528,104559.5329323005
2025-06-07 04:04:17.815,104913.22935555375
2025-06-07 05:03:46.877,104848.80691810556
2025-06-07 06:03:52.186,104941.69820410537
2025-06-07 07:03:33.180,105183.67690862494
2025-06-07 08:00:52.900,104932.64783178168
2025-06-07 09:03:03.930,104837.49534565218
2025-06-07 10:03:35.745,104859.27707262765
2025-06-07 11:00:49.469,105124.89532446669
2025-06-07 12:03:42.186,105184.32808058451
2025-06-07 13:03:45.788,105502.1799729382
2025-06-07 14:03:55.058,105692.9246815126
2025-06-07 15:03:40.503,105482.63374208666
2025-06-07 16:01:29.745,105585.27235064043
2025-06-07 17:04:00.461,105427.00046183626
2025-06-07 18:02:29.197,105483.81159514144
2025-06-07 19:03:40.612,105642.70799832219
2025-06-07 20:03:40.283,105740.04411994808
2025-06-07 21:03:50.127,105879.205828614
2025-06-07 22:03:39.364,105827.43190370961
2025-06-07 23:03:38.173,105877.88107706241
2025-06-08 00:03:39.517,105665.12362716689
2025-06-08 01:03:43.016,105524.79036817417
2025-06-08 02:03:43.867,105716.47312201474
2025-06-08 03:03:40.400,105549.37156829852
2025-06-08 04:03:50.486,105513.4515498109
2025-06-08 05:03:43.236,105628.00479256481
2025-06-08 06:03:56.221,105487.25415054621
2025-06-08 07:03:37.011,105517.46458261348
2025-06-08 08:03:34.969,105471.46917806876
2025-06-08 09:03:51.057,105463.71806186541
2025-06-08 10:03:45.852,105223.76329644934
2025-06-08 11:03:47.808,105383.64977012655
2025-06-08 12:03:50.342,105678.52424613554
2025-06-08 13:03:43.862,105677.06043060997
2025-06-08 14:03:48.081,105771.0190427633
2025-06-08 15:02:16.530,105823.01546018168
2025-06-08 16:03:35.023,106002.76463300346
2025-06-08 17:04:07.208,106233.23779122584
2025-06-08 18:03:47.856,106254.27409684511
2025-06-08 19:03:39.788,106334.88779042312
2025-06-08 20:03:57.567,106308.2629652628
2025-06-08 21:03:47.083,106218.26536679151
2025-06-08 22:03:57.300,106348.57213757417
2025-06-08 23:03:42.710,105859.29070841393
2025-06-09 00:03:49.890,105724.23517396167
2025-06-09 01:01:10.920,105759.6110454988
2025-06-09 02:03:21.741,105605.30281817443
2025-06-09 03:03:30.513,105622.44013307923
2025-06-09 04:03:22.368,105622.24990474587
2025-06-09 05:03:36.075,105555.58094361995
2025-06-09 06:04:14.855,105443.99008599298
2025-06-09 07:03:31.332,105677.0728423735
2025-06-09 08:03:06.496,105603.4581189129
2025-06-09 09:03:38.004,105833.35990804224
2025-06-09 10:03:40.244,106715.89628452867
2025-06-09 11:03:04.508,107193.15018373576
2025-06-09 12:03:22.845,107701.99540917421
2025-06-09 13:02:51.282,107799.2144010282
2025-06-09 14:02:38.521,107115.21071634178
2025-06-09 15:02:15.041,107619.70037505605
2025-06-09 16:02:53.833,107772.82815617166
2025-06-09 17:03:17.801,107865.90338063899
2025-06-09 18:02:55.616,108363.66508078856
2025-06-09 19:03:23.179,108452.74865376222
2025-06-09 20:00:45.630,108539.58035509764
2025-06-09 21:03:04.775,108741.30459011254
2025-06-09 22:03:14.616,109966.95873692061
2025-06-09 23:03:00.441,110191.90634892028
2025-06-10 00:03:34.511,110265.69002155038
2025-06-10 01:03:11.571,109988.51756663903
2025-06-10 02:03:17.631,109756.33536035352
2025-06-10 03:03:13.551,109688.30727503309
2025-06-10 04:03:23.754,109577.37237837986
2025-06-10 05:00:29.923,109554.47934166284
2025-06-10 06:03:26.831,109333.96422639265
2025-06-10 07:03:23.316,109555.19743873407
2025-06-10 08:03:19.880,109250.08919789735
2025-06-10 09:03:29.493,109199.4702756923
2025-06-10 10:03:30.963,109496.85383065308
2025-06-10 11:01:53.857,109331.86275166193
2025-06-10 12:03:42.900,109607.19126063051
2025-06-10 13:02:03.115,109648.77456611003
2025-06-10 14:03:40.648,109256.75674638181
2025-06-10 15:03:39.824,108650.26645990167
2025-06-10 16:03:34.035,109000.40285392787
2025-06-10 17:03:41.388,108742.99581222242
2025-06-10 18:03:09.602,108749.09876605542
2025-06-10 19:03:32.563,109382.93138843833
2025-06-10 20:03:09.492,109547.81804653558
2025-06-10 21:02:52.403,109920.31957007396
2025-06-10 22:03:37.147,109843.05787209794
2025-06-10 23:03:26.940,109750.10877346194
2025-06-11 00:03:52.472,110212.73252109604
2025-06-11 01:03:43.167,109966.85442401095
2025-06-11 02:00:20.505,109611.51672143128
2025-06-11 03:03:32.039,109670.03038476563
2025-06-11 04:03:19.055,109713.57538959676
2025-06-11 05:03:08.287,109584.14274409521
2025-06-11 06:03:06.146,109522.64806269149
2025-06-11 07:01:06.075,109541.97543154255
2025-06-11 08:02:48.491,109469.76764155658
2025-06-11 09:03:35.020,109581.24095094454
2025-06-11 10:03:32.785,109250.24402205255
2025-06-11 11:03:25.162,109374.84159823501
2025-06-11 12:03:27.763,109246.38304497446
2025-06-11 13:01:24.764,109675.11864606349
2025-06-11 14:00:18.603,109681.29836819923
